,day,month,numChecklists,numContributors,numSpecies,state,Year
72,14,3,221,156,162,WA,2017
73,15,3,202,161,165,WA,2017
74,16,3,327,233,184,WA,2017
75,17,3,335,192,179,WA,2017
76,18,3,399,229,186,WA,2017
77,19,3,624,309,206,WA,2017
78,20,3,301,197,169,WA,2017
79,21,3,223,166,174,WA,2017
80,22,3,277,200,181,WA,2017
81,23,3,363,226,185,WA,2017
82,24,3,250,185,172,WA,2017
83,25,3,582,285,198,WA,2017
84,26,3,304,185,188,WA,2017
85,27,3,277,179,179,WA,2017
86,28,3,190,142,163,WA,2017
87,29,3,193,150,157,WA,2017
88,30,3,350,213,177,WA,2017
89,31,3,380,232,200,WA,2017
90,1,4,498,254,199,WA,2017
91,2,4,456,251,193,WA,2017
92,3,4,319,210,189,WA,2017
93,4,4,387,198,194,WA,2017
94,5,4,239,192,186,WA,2017
95,6,4,282,189,187,WA,2017
96,7,4,221,167,176,WA,2017
97,8,4,560,277,217,WA,2017
98,9,4,776,318,216,WA,2017
99,10,4,284,196,184,WA,2017
100,11,4,365,244,207,WA,2017
101,12,4,261,190,191,WA,2017
102,13,4,330,224,200,WA,2017
103,14,4,374,237,209,WA,2017
104,15,4,705,336,216,WA,2017
105,16,4,492,275,214,WA,2017
106,17,4,275,192,193,WA,2017
107,18,4,285,205,197,WA,2017
108,19,4,295,217,212,WA,2017
109,20,4,334,214,205,WA,2017
110,21,4,475,296,226,WA,2017
111,22,4,466,291,234,WA,2017
112,23,4,523,288,250,WA,2017
113,24,4,347,228,215,WA,2017
114,25,4,346,255,224,WA,2017
115,26,4,237,195,196,WA,2017
116,27,4,355,255,219,WA,2017
117,28,4,452,274,221,WA,2017
118,29,4,627,319,237,WA,2017
119,30,4,639,324,237,WA,2017
120,1,5,274,212,222,WA,2017
121,2,5,430,260,235,WA,2017
122,3,5,458,280,233,WA,2017
123,4,5,439,261,242,WA,2017
124,5,5,409,256,240,WA,2017
125,6,5,978,379,261,WA,2017
126,7,5,663,347,247,WA,2017
127,8,5,282,232,248,WA,2017
128,9,5,329,233,235,WA,2017
129,10,5,376,268,242,WA,2017
130,11,5,313,206,228,WA,2017
131,12,5,361,234,250,WA,2017
132,13,5,1195,439,262,WA,2017
133,14,5,435,266,231,WA,2017
134,15,5,313,199,230,WA,2017
135,16,5,250,198,233,WA,2017
136,17,5,328,215,246,WA,2017
137,18,5,394,238,244,WA,2017
138,19,5,477,263,248,WA,2017
139,20,5,684,326,260,WA,2017
140,21,5,517,301,242,WA,2017
141,22,5,284,203,244,WA,2017
142,23,5,319,198,235,WA,2017
143,24,5,277,213,202,WA,2017
144,25,5,281,208,217,WA,2017
145,26,5,367,247,246,WA,2017
146,27,5,635,310,256,WA,2017
147,28,5,500,284,256,WA,2017
148,29,5,400,249,229,WA,2017
149,30,5,291,174,231,WA,2017
150,31,5,368,225,232,WA,2017
151,1,6,329,199,222,WA,2017
152,2,6,428,221,240,WA,2017
153,3,6,739,262,242,WA,2017
154,4,6,513,256,237,WA,2017
155,5,6,347,224,214,WA,2017
156,6,6,297,226,212,WA,2017
157,7,6,335,218,209,WA,2017
158,8,6,235,167,208,WA,2017
159,9,6,337,195,220,WA,2017
160,10,6,676,299,233,WA,2017
161,11,6,561,265,242,WA,2017
162,12,6,303,184,211,WA,2017
163,13,6,313,199,210,WA,2017
164,14,6,292,220,211,WA,2017
165,15,6,176,143,204,WA,2017
166,16,6,302,210,214,WA,2017
167,17,6,371,243,222,WA,2017
168,18,6,446,240,217,WA,2017
169,19,6,296,190,208,WA,2017
170,20,6,304,178,204,WA,2017
171,21,6,240,196,200,WA,2017
172,22,6,294,196,218,WA,2017
173,23,6,356,189,226,WA,2017
174,24,6,413,238,232,WA,2017
175,25,6,368,206,218,WA,2017
176,26,6,251,176,194,WA,2017
177,27,6,245,173,188,WA,2017
178,28,6,238,178,203,WA,2017
179,29,6,327,194,225,WA,2017
180,30,6,306,187,224,WA,2017
181,1,7,491,244,228,WA,2017
182,2,7,367,221,227,WA,2017
183,3,7,248,201,211,WA,2017
184,4,7,269,210,223,WA,2017
185,5,7,233,171,191,WA,2017
186,6,7,345,170,223,WA,2017
187,7,7,281,154,219,WA,2017
188,8,7,309,232,224,WA,2017
189,9,7,326,230,217,WA,2017
190,10,7,286,187,215,WA,2017
191,11,7,215,165,210,WA,2017
192,12,7,233,184,213,WA,2017
193,13,7,272,181,225,WA,2017
194,14,7,236,179,221,WA,2017
195,15,7,328,220,231,WA,2017
196,16,7,292,203,227,WA,2017
197,17,7,243,196,211,WA,2017
198,18,7,281,182,222,WA,2017
199,19,7,261,212,205,WA,2017
200,20,7,254,186,207,WA,2017
201,21,7,278,176,231,WA,2017
202,22,7,341,233,233,WA,2017
203,23,7,292,192,227,WA,2017
204,24,7,248,180,213,WA,2017
205,25,7,290,176,213,WA,2017
206,26,7,229,191,202,WA,2017
207,27,7,223,184,186,WA,2017
208,28,7,230,182,208,WA,2017
209,29,7,275,196,210,WA,2017
210,30,7,360,225,223,WA,2017
211,31,7,328,196,207,WA,2017
212,1,8,329,200,217,WA,2017
213,2,8,319,215,221,WA,2017
214,3,8,333,213,213,WA,2017
215,4,8,294,204,225,WA,2017
216,5,8,592,277,250,WA,2017
217,6,8,380,207,230,WA,2017
218,7,8,263,191,226,WA,2017
219,8,8,300,184,227,WA,2017
220,9,8,245,188,216,WA,2017
221,10,8,288,187,220,WA,2017
222,11,8,214,170,209,WA,2017
223,12,8,355,215,224,WA,2017
224,13,8,360,202,234,WA,2017
225,14,8,274,200,221,WA,2017
226,15,8,209,175,217,WA,2017
227,16,8,246,192,210,WA,2017
228,17,8,268,197,230,WA,2017
229,18,8,305,175,231,WA,2017
230,19,8,363,201,243,WA,2017
231,20,8,331,185,227,WA,2017
232,21,8,232,154,191,WA,2017
233,22,8,206,163,205,WA,2017
234,23,8,218,162,216,WA,2017
235,24,8,268,170,224,WA,2017
236,25,8,303,192,241,WA,2017
237,26,8,406,229,252,WA,2017
238,27,8,332,204,237,WA,2017
239,28,8,210,151,228,WA,2017
240,29,8,234,175,207,WA,2017
241,30,8,228,172,216,WA,2017
242,31,8,247,234,201,WA,2017
243,1,9,309,193,226,WA,2017
244,2,9,538,255,246,WA,2017
245,3,9,416,252,235,WA,2017
246,4,9,348,241,230,WA,2017
247,5,9,250,188,219,WA,2017
248,6,9,219,183,212,WA,2017
249,7,9,286,192,230,WA,2017
250,8,9,242,191,218,WA,2017
251,9,9,479,242,246,WA,2017
252,10,9,421,239,234,WA,2017
253,11,9,265,174,211,WA,2017
254,12,9,221,162,215,WA,2017
255,13,9,286,215,216,WA,2017
256,14,9,256,187,225,WA,2017
257,15,9,283,199,239,WA,2017
258,16,9,531,249,245,WA,2017
259,17,9,299,207,215,WA,2017
260,18,9,167,143,192,WA,2017
261,19,9,207,141,196,WA,2017
262,20,9,268,200,209,WA,2017
263,21,9,350,220,225,WA,2017
264,22,9,405,238,223,WA,2017
265,23,9,598,294,248,WA,2017
266,24,9,594,273,236,WA,2017
267,25,9,226,166,196,WA,2017
268,26,9,225,175,195,WA,2017
269,27,9,276,203,198,WA,2017
270,28,9,272,192,207,WA,2017
271,29,9,211,147,190,WA,2017
272,30,9,472,239,218,WA,2017
273,1,10,410,246,209,WA,2017
274,2,10,288,181,194,WA,2017
275,3,10,233,160,188,WA,2017
276,4,10,220,170,192,WA,2017
277,5,10,241,162,192,WA,2017
278,6,10,228,185,188,WA,2017
279,7,10,435,214,195,WA,2017
280,8,10,319,212,196,WA,2017
281,9,10,244,174,190,WA,2017
282,10,10,194,159,177,WA,2017
283,11,10,207,175,173,WA,2017
284,12,10,183,137,164,WA,2017
285,13,10,249,163,192,WA,2017
286,14,10,440,226,199,WA,2017
287,15,10,357,224,194,WA,2017
288,16,10,242,155,183,WA,2017
289,17,10,192,112,162,WA,2017
290,18,10,135,118,156,WA,2017
291,19,10,155,126,149,WA,2017
292,20,10,248,151,168,WA,2017
293,21,10,249,148,174,WA,2017
294,22,10,344,214,179,WA,2017
295,23,10,303,183,192,WA,2017
296,24,10,246,171,176,WA,2017
297,25,10,213,174,169,WA,2017
298,26,10,206,163,167,WA,2017
299,27,10,313,197,194,WA,2017
300,28,10,428,249,200,WA,2017
301,29,10,311,209,187,WA,2017
302,30,10,245,172,179,WA,2017
303,31,10,237,159,184,WA,2017
304,1,11,295,212,171,WA,2017
305,2,11,187,132,169,WA,2017
306,3,11,215,154,173,WA,2017
307,4,11,481,204,195,WA,2017
308,5,11,295,154,183,WA,2017
309,6,11,279,176,176,WA,2017
310,7,11,294,201,175,WA,2017
311,8,11,252,186,177,WA,2017
312,9,11,172,140,164,WA,2017
313,10,11,423,220,198,WA,2017
314,11,11,451,210,185,WA,2017
315,12,11,320,195,197,WA,2017
316,13,11,134,120,141,WA,2017
317,14,11,173,138,160,WA,2017
318,15,11,186,152,162,WA,2017
319,16,11,229,158,174,WA,2017
320,17,11,310,200,179,WA,2017
321,18,11,592,289,195,WA,2017
322,19,11,286,184,182,WA,2017
323,20,11,233,149,166,WA,2017
324,21,11,150,105,144,WA,2017
325,22,11,262,205,167,WA,2017
326,23,11,223,166,165,WA,2017
327,24,11,467,240,193,WA,2017
328,25,11,395,222,171,WA,2017
329,26,11,231,162,168,WA,2017
330,27,11,258,178,169,WA,2017
331,28,11,137,97,151,WA,2017
332,29,11,272,186,173,WA,2017
333,30,11,145,109,153,WA,2017
334,1,12,206,153,167,WA,2017
335,2,12,408,186,183,WA,2017
336,3,12,532,225,184,WA,2017
337,4,12,284,178,177,WA,2017
338,5,12,239,176,175,WA,2017
339,6,12,247,183,162,WA,2017
340,7,12,224,174,177,WA,2017
341,8,12,264,169,170,WA,2017
342,9,12,463,219,189,WA,2017
343,10,12,307,200,176,WA,2017
344,11,12,226,150,166,WA,2017
345,12,12,227,160,161,WA,2017
346,13,12,243,159,161,WA,2017
347,14,12,223,161,173,WA,2017
348,15,12,168,131,162,WA,2017
349,16,12,968,280,185,WA,2017
350,17,12,363,165,175,WA,2017
351,18,12,297,140,172,WA,2017
352,19,12,123,104,139,WA,2017
353,20,12,276,187,157,WA,2017
354,21,12,341,194,168,WA,2017
355,22,12,256,178,170,WA,2017
356,23,12,466,251,187,WA,2017
357,24,12,317,212,174,WA,2017
358,25,12,267,203,165,WA,2017
359,26,12,359,228,174,WA,2017
360,27,12,346,238,172,WA,2017
361,28,12,260,166,170,WA,2017
362,29,12,171,121,161,WA,2017
363,30,12,933,333,181,WA,2017
364,31,12,515,272,182,WA,2017
0,1,1,655,278,136,WI,2016
1,2,1,517,266,124,WI,2016
2,3,1,401,233,125,WI,2016
3,4,1,255,174,108,WI,2016
4,5,1,204,152,100,WI,2016
5,6,1,228,153,107,WI,2016
6,7,1,209,135,101,WI,2016
7,8,1,147,120,90,WI,2016
8,9,1,394,230,111,WI,2016
9,10,1,211,161,106,WI,2016
10,11,1,137,107,87,WI,2016
11,12,1,130,101,90,WI,2016
12,13,1,148,126,92,WI,2016
13,14,1,173,130,100,WI,2016
14,15,1,200,138,99,WI,2016
15,16,1,376,200,109,WI,2016
16,17,1,181,147,93,WI,2016
17,18,1,155,122,86,WI,2016
18,19,1,152,123,83,WI,2016
19,20,1,174,145,98,WI,2016
20,21,1,171,129,90,WI,2016
21,22,1,168,127,101,WI,2016
22,23,1,349,208,103,WI,2016
23,24,1,249,173,102,WI,2016
24,25,1,146,124,83,WI,2016
25,26,1,110,106,82,WI,2016
26,27,1,138,129,90,WI,2016
27,28,1,176,123,88,WI,2016
28,29,1,157,130,87,WI,2016
29,30,1,270,191,102,WI,2016
30,31,1,254,165,107,WI,2016
31,1,2,179,133,97,WI,2016
32,2,2,109,96,73,WI,2016
33,3,2,136,115,87,WI,2016
34,4,2,136,113,85,WI,2016
35,5,2,154,141,86,WI,2016
36,6,2,244,179,106,WI,2016
37,7,2,263,190,105,WI,2016
38,8,2,96,94,81,WI,2016
39,9,2,129,92,85,WI,2016
40,10,2,132,117,75,WI,2016
41,11,2,152,103,82,WI,2016
42,12,2,612,493,92,WI,2016
43,13,2,899,670,102,WI,2016
44,14,2,906,689,99,WI,2016
45,15,2,524,433,92,WI,2016
46,16,2,119,108,85,WI,2016
47,17,2,158,127,88,WI,2016
48,18,2,109,100,80,WI,2016
49,19,2,136,116,86,WI,2016
50,20,2,353,229,107,WI,2016
51,21,2,333,218,113,WI,2016
52,22,2,178,142,101,WI,2016
53,23,2,149,131,100,WI,2016
54,24,2,136,118,91,WI,2016
55,25,2,116,112,92,WI,2016
56,26,2,184,160,101,WI,2016
57,27,2,369,241,113,WI,2016
58,28,2,396,230,110,WI,2016
59,29,2,194,128,99,WI,2016
60,1,3,119,121,85,WI,2016
61,2,3,126,119,99,WI,2016
62,3,3,163,126,104,WI,2016
63,4,3,176,128,105,WI,2016
64,5,3,276,186,107,WI,2016
65,6,3,422,220,117,WI,2016
66,7,3,336,215,113,WI,2016
67,8,3,344,246,114,WI,2016
68,9,3,347,223,119,WI,2016
69,10,3,320,232,116,WI,2016
70,11,3,280,212,124,WI,2016
71,12,3,579,312,134,WI,2016
72,13,3,305,201,114,WI,2016
73,14,3,214,170,118,WI,2016
74,15,3,188,154,112,WI,2016
75,16,3,146,112,105,WI,2016
76,17,3,286,194,122,WI,2016
77,18,3,244,175,121,WI,2016
78,19,3,466,231,130,WI,2016
79,20,3,450,270,132,WI,2016
80,21,3,280,189,131,WI,2016
81,22,3,299,211,125,WI,2016
82,23,3,139,125,107,WI,2016
83,24,3,139,148,111,WI,2016
84,25,3,272,173,126,WI,2016
85,26,3,409,244,142,WI,2016
86,27,3,288,224,135,WI,2016
87,28,3,294,220,133,WI,2016
88,29,3,348,254,136,WI,2016
89,30,3,204,173,134,WI,2016
90,31,3,193,181,130,WI,2016
91,1,4,282,213,138,WI,2016
92,2,4,250,195,126,WI,2016
93,3,4,413,271,138,WI,2016
94,4,4,264,183,127,WI,2016
95,5,4,211,169,135,WI,2016
96,6,4,220,176,132,WI,2016
97,7,4,322,204,135,WI,2016
98,8,4,213,177,133,WI,2016
99,9,4,443,287,144,WI,2016
100,10,4,410,239,151,WI,2016
101,11,4,299,199,139,WI,2016
102,12,4,336,246,150,WI,2016
103,13,4,343,256,147,WI,2016
104,14,4,393,305,152,WI,2016
105,15,4,431,292,153,WI,2016
106,16,4,720,388,161,WI,2016
107,17,4,490,318,164,WI,2016
108,18,4,368,255,165,WI,2016
109,19,4,248,194,160,WI,2016
110,20,4,341,239,163,WI,2016
111,21,4,329,252,167,WI,2016
112,22,4,426,245,166,WI,2016
113,23,4,467,314,188,WI,2016
114,24,4,432,284,192,WI,2016
115,25,4,312,268,197,WI,2016
116,26,4,327,245,187,WI,2016
117,27,4,320,229,189,WI,2016
118,28,4,224,176,179,WI,2016
119,29,4,465,286,197,WI,2016
120,30,4,429,296,207,WI,2016
121,1,5,534,328,214,WI,2016
122,2,5,374,285,198,WI,2016
123,3,5,457,304,211,WI,2016
124,4,5,334,279,216,WI,2016
125,5,5,451,312,222,WI,2016
126,6,5,540,344,222,WI,2016
127,7,5,585,386,227,WI,2016
128,8,5,529,369,224,WI,2016
129,9,5,404,287,223,WI,2016
130,10,5,221,201,204,WI,2016
131,11,5,608,372,224,WI,2016
132,12,5,583,388,229,WI,2016
133,13,5,445,315,227,WI,2016
134,14,5,887,452,240,WI,2016
135,15,5,603,371,229,WI,2016
136,16,5,542,312,238,WI,2016
137,17,5,435,293,231,WI,2016
138,18,5,505,305,231,WI,2016
139,19,5,474,305,234,WI,2016
140,20,5,700,315,243,WI,2016
141,21,5,566,360,236,WI,2016
142,22,5,585,329,238,WI,2016
143,23,5,303,248,215,WI,2016
144,24,5,369,260,231,WI,2016
145,25,5,361,236,217,WI,2016
146,26,5,408,232,211,WI,2016
147,27,5,301,221,218,WI,2016
148,28,5,425,281,223,WI,2016
149,29,5,483,289,224,WI,2016
150,30,5,398,290,222,WI,2016
151,31,5,249,176,178,WI,2016
152,1,6,266,201,195,WI,2016
153,2,6,389,236,201,WI,2016
154,3,6,290,205,205,WI,2016
155,4,6,350,229,195,WI,2016
156,5,6,487,232,201,WI,2016
157,6,6,165,155,179,WI,2016
158,7,6,317,196,191,WI,2016
159,8,6,338,213,205,WI,2016
160,9,6,318,176,191,WI,2016
161,10,6,307,183,187,WI,2016
162,11,6,339,225,190,WI,2016
163,12,6,368,227,195,WI,2016
164,13,6,248,165,176,WI,2016
165,14,6,267,168,187,WI,2016
166,15,6,190,152,175,WI,2016
167,16,6,337,181,194,WI,2016
168,17,6,315,194,183,WI,2016
169,18,6,447,231,196,WI,2016
170,19,6,356,195,191,WI,2016
171,20,6,230,156,184,WI,2016
172,21,6,293,173,190,WI,2016
173,22,6,368,169,188,WI,2016
174,23,6,296,173,194,WI,2016
175,24,6,414,182,193,WI,2016
176,25,6,384,185,181,WI,2016
177,26,6,320,181,192,WI,2016
178,27,6,336,170,189,WI,2016
179,28,6,398,200,197,WI,2016
180,29,6,347,190,186,WI,2016
181,30,6,312,166,177,WI,2016
182,1,7,392,190,185,WI,2016
183,2,7,525,219,193,WI,2016
184,3,7,453,208,190,WI,2016
185,4,7,313,213,182,WI,2016
186,5,7,249,153,173,WI,2016
187,6,7,242,149,187,WI,2016
188,7,7,271,159,181,WI,2016
189,8,7,293,153,189,WI,2016
190,9,7,434,210,194,WI,2016
191,10,7,273,189,193,WI,2016
192,11,7,190,121,159,WI,2016
193,12,7,185,120,180,WI,2016
194,13,7,215,138,179,WI,2016
195,14,7,210,148,181,WI,2016
196,15,7,287,183,197,WI,2016
197,16,7,361,196,197,WI,2016
198,17,7,166,124,191,WI,2016
199,18,7,215,140,187,WI,2016
200,19,7,189,136,188,WI,2016
201,20,7,187,122,172,WI,2016
202,21,7,156,97,158,WI,2016
203,22,7,168,126,180,WI,2016
204,23,7,183,136,186,WI,2016
205,24,7,175,133,180,WI,2016
206,25,7,134,117,162,WI,2016
207,26,7,164,129,184,WI,2016
208,27,7,165,113,167,WI,2016
209,28,7,210,117,177,WI,2016
210,29,7,185,123,172,WI,2016
211,30,7,246,168,190,WI,2016
212,31,7,222,158,177,WI,2016
213,1,8,165,119,168,WI,2016
214,2,8,144,117,174,WI,2016
215,3,8,100,95,168,WI,2016
216,4,8,110,74,149,WI,2016
217,5,8,145,116,176,WI,2016
218,6,8,209,138,177,WI,2016
219,7,8,176,132,181,WI,2016
220,8,8,155,92,162,WI,2016
221,9,8,125,103,150,WI,2016
222,10,8,87,89,145,WI,2016
223,11,8,83,86,145,WI,2016
224,12,8,86,87,160,WI,2016
225,13,8,149,117,165,WI,2016
226,14,8,141,121,183,WI,2016
227,15,8,120,99,151,WI,2016
228,16,8,91,100,149,WI,2016
229,17,8,102,98,145,WI,2016
230,18,8,111,98,155,WI,2016
231,19,8,141,99,149,WI,2016
232,20,8,108,114,164,WI,2016
233,21,8,167,130,193,WI,2016
234,22,8,125,100,158,WI,2016
235,23,8,82,95,151,WI,2016
236,24,8,96,95,152,WI,2016
237,25,8,118,119,173,WI,2016
238,26,8,137,107,163,WI,2016
239,27,8,160,122,169,WI,2016
240,28,8,162,136,181,WI,2016
241,29,8,87,88,157,WI,2016
242,30,8,116,109,171,WI,2016
243,31,8,130,115,166,WI,2016
244,1,9,137,121,181,WI,2016
245,2,9,131,124,188,WI,2016
246,3,9,137,124,173,WI,2016
247,4,9,157,114,178,WI,2016
248,5,9,125,122,174,WI,2016
249,6,9,67,73,151,WI,2016
250,7,9,71,78,164,WI,2016
251,8,9,119,99,184,WI,2016
252,9,9,104,112,167,WI,2016
253,10,9,165,127,181,WI,2016
254,11,9,165,130,172,WI,2016
255,12,9,119,95,156,WI,2016
256,13,9,87,94,163,WI,2016
257,14,9,130,116,176,WI,2016
258,15,9,113,114,156,WI,2016
259,16,9,96,90,152,WI,2016
260,17,9,185,142,178,WI,2016
261,18,9,149,129,182,WI,2016
262,19,9,118,85,161,WI,2016
263,20,9,126,111,170,WI,2016
264,21,9,76,77,161,WI,2016
265,22,9,152,109,179,WI,2016
266,23,9,158,131,170,WI,2016
267,24,9,215,165,178,WI,2016
268,25,9,151,139,171,WI,2016
269,26,9,111,104,160,WI,2016
270,27,9,129,115,160,WI,2016
271,28,9,138,101,170,WI,2016
272,29,9,153,119,152,WI,2016
273,30,9,133,109,152,WI,2016
274,1,10,174,124,162,WI,2016
275,2,10,231,163,172,WI,2016
276,3,10,175,130,167,WI,2016
277,4,10,143,119,157,WI,2016
278,5,10,136,96,149,WI,2016
279,6,10,167,111,151,WI,2016
280,7,10,121,94,142,WI,2016
281,8,10,207,163,170,WI,2016
282,9,10,225,173,171,WI,2016
283,10,10,150,106,151,WI,2016
284,11,10,106,98,133,WI,2016
285,12,10,77,79,125,WI,2016
286,13,10,121,117,152,WI,2016
287,14,10,144,111,138,WI,2016
288,15,10,165,121,143,WI,2016
289,16,10,222,153,161,WI,2016
290,17,10,114,97,146,WI,2016
291,18,10,137,109,145,WI,2016
292,19,10,161,121,149,WI,2016
293,20,10,122,98,132,WI,2016
294,21,10,133,109,139,WI,2016
295,22,10,237,149,150,WI,2016
296,23,10,190,132,136,WI,2016
297,24,10,138,99,136,WI,2016
298,25,10,92,76,120,WI,2016
299,26,10,76,39,72,WI,2016
300,27,10,103,80,113,WI,2016
301,28,10,113,98,121,WI,2016
302,29,10,199,122,140,WI,2016
303,30,10,178,104,126,WI,2016
304,31,10,85,74,111,WI,2016
305,1,11,144,104,128,WI,2016
306,2,11,106,82,128,WI,2016
307,3,11,121,88,127,WI,2016
308,4,11,106,91,116,WI,2016
309,5,11,218,124,137,WI,2016
310,6,11,153,117,127,WI,2016
311,7,11,89,74,116,WI,2016
312,8,11,96,78,105,WI,2016
313,9,11,86,68,102,WI,2016
314,10,11,73,62,97,WI,2016
315,11,11,99,79,115,WI,2016
316,12,11,115,104,116,WI,2016
317,13,11,150,101,114,WI,2016
318,14,11,112,70,109,WI,2016
319,15,11,91,72,110,WI,2016
320,16,11,106,82,108,WI,2016
321,17,11,111,86,112,WI,2016
322,18,11,102,72,103,WI,2016
323,19,11,159,114,109,WI,2016
324,20,11,163,121,107,WI,2016
325,21,11,120,84,98,WI,2016
326,22,11,114,91,99,WI,2016
327,23,11,68,50,75,WI,2016
328,24,11,122,91,101,WI,2016
329,25,11,159,102,106,WI,2016
330,26,11,145,109,112,WI,2016
331,27,11,161,98,113,WI,2016
332,28,11,52,49,82,WI,2016
333,29,11,98,88,104,WI,2016
334,30,11,86,73,94,WI,2016
335,1,12,116,76,102,WI,2016
336,2,12,107,84,101,WI,2016
337,3,12,167,120,110,WI,2016
338,4,12,77,83,85,WI,2016
339,5,12,93,79,93,WI,2016
340,6,12,109,86,96,WI,2016
341,7,12,82,83,87,WI,2016
342,8,12,91,78,80,WI,2016
343,9,12,90,79,89,WI,2016
344,10,12,201,125,96,WI,2016
345,11,12,129,117,95,WI,2016
346,12,12,111,96,91,WI,2016
347,13,12,110,107,91,WI,2016
348,14,12,127,100,88,WI,2016
349,15,12,146,95,90,WI,2016
350,16,12,130,101,92,WI,2016
351,17,12,407,165,114,WI,2016
352,18,12,123,86,80,WI,2016
353,19,12,241,84,91,WI,2016
354,20,12,83,76,93,WI,2016
355,21,12,134,92,95,WI,2016
356,22,12,116,82,95,WI,2016
357,23,12,120,99,99,WI,2016
358,24,12,136,107,93,WI,2016
359,25,12,109,84,84,WI,2016
360,26,12,171,110,93,WI,2016
361,27,12,126,98,90,WI,2016
362,28,12,156,107,96,WI,2016
363,29,12,213,104,91,WI,2016
364,30,12,174,118,90,WI,2016
365,31,12,339,145,111,WI,2016
0,1,1,676,294,120,WI,2017
1,2,1,394,217,107,WI,2017
2,3,1,205,153,93,WI,2017
3,4,1,151,119,93,WI,2017
4,5,1,156,120,85,WI,2017
5,6,1,159,128,81,WI,2017
6,7,1,330,171,101,WI,2017
7,8,1,237,170,100,WI,2017
8,9,1,197,128,93,WI,2017
9,10,1,91,82,69,WI,2017
10,11,1,148,101,82,WI,2017
11,12,1,166,113,90,WI,2017
12,13,1,159,122,82,WI,2017
13,14,1,346,194,111,WI,2017
14,15,1,318,184,104,WI,2017
15,16,1,137,104,77,WI,2017
16,17,1,117,93,83,WI,2017
17,18,1,135,102,93,WI,2017
18,19,1,130,94,87,WI,2017
19,20,1,149,115,92,WI,2017
20,21,1,271,150,106,WI,2017
21,22,1,235,146,105,WI,2017
22,23,1,192,115,92,WI,2017
23,24,1,152,113,91,WI,2017
24,25,1,98,74,76,WI,2017
25,26,1,116,99,81,WI,2017
26,27,1,157,106,94,WI,2017
27,28,1,316,172,104,WI,2017
28,29,1,249,160,101,WI,2017
29,30,1,144,108,78,WI,2017
30,31,1,126,92,81,WI,2017
31,1,2,156,118,86,WI,2017
32,2,2,153,102,85,WI,2017
33,3,2,162,111,82,WI,2017
34,4,2,196,152,92,WI,2017
35,5,2,307,179,107,WI,2017
36,6,2,152,114,87,WI,2017
37,7,2,97,85,75,WI,2017
38,8,2,153,112,77,WI,2017
39,9,2,112,92,87,WI,2017
40,10,2,143,114,90,WI,2017
41,11,2,334,176,113,WI,2017
42,12,2,209,136,92,WI,2017
43,13,2,167,118,89,WI,2017
44,14,2,168,125,93,WI,2017
45,15,2,140,103,93,WI,2017
46,16,2,136,107,94,WI,2017
47,17,2,607,445,107,WI,2017
48,18,2,890,602,112,WI,2017
49,19,2,884,612,120,WI,2017
50,20,2,567,385,111,WI,2017
51,21,2,292,213,113,WI,2017
52,22,2,303,210,110,WI,2017
53,23,2,216,156,106,WI,2017
54,24,2,134,111,89,WI,2017
55,25,2,225,150,101,WI,2017
56,26,2,290,183,109,WI,2017
57,27,2,192,155,108,WI,2017
58,28,2,185,139,100,WI,2017
59,1,3,126,101,93,WI,2017
60,2,3,191,131,108,WI,2017
61,3,3,209,137,107,WI,2017
62,4,3,358,189,114,WI,2017
63,5,3,457,249,118,WI,2017
64,6,3,205,143,108,WI,2017
65,7,3,190,133,98,WI,2017
66,8,3,130,110,97,WI,2017
67,9,3,287,184,116,WI,2017
68,10,3,200,138,110,WI,2017
69,11,3,390,196,119,WI,2017
70,12,3,370,183,115,WI,2017
71,13,3,140,108,103,WI,2017
72,14,3,155,136,106,WI,2017
73,15,3,185,124,107,WI,2017
74,16,3,217,141,111,WI,2017
75,17,3,188,139,113,WI,2017
76,18,3,438,203,122,WI,2017
77,19,3,447,242,126,WI,2017
78,20,3,282,200,117,WI,2017
79,21,3,295,190,115,WI,2017
80,22,3,240,167,115,WI,2017
81,23,3,277,172,113,WI,2017
82,24,3,347,234,124,WI,2017
83,25,3,315,215,124,WI,2017
84,26,3,314,206,133,WI,2017
85,27,3,373,220,137,WI,2017
86,28,3,422,268,140,WI,2017
87,29,3,321,223,138,WI,2017
88,30,3,206,145,127,WI,2017
89,31,3,378,204,138,WI,2017
90,1,4,686,326,145,WI,2017
91,2,4,542,291,148,WI,2017
92,3,4,278,203,138,WI,2017
93,4,4,424,235,141,WI,2017
94,5,4,359,213,134,WI,2017
95,6,4,313,225,133,WI,2017
96,7,4,458,262,146,WI,2017
97,8,4,845,427,152,WI,2017
98,9,4,600,345,160,WI,2017
99,10,4,312,230,146,WI,2017
100,11,4,354,237,150,WI,2017
101,12,4,447,283,164,WI,2017
102,13,4,400,265,155,WI,2017
103,14,4,476,299,161,WI,2017
104,15,4,623,355,174,WI,2017
105,16,4,522,315,174,WI,2017
106,17,4,428,287,164,WI,2017
107,18,4,332,239,163,WI,2017
108,19,4,367,259,160,WI,2017
109,20,4,321,217,158,WI,2017
110,21,4,494,284,174,WI,2017
111,22,4,686,338,178,WI,2017
112,23,4,480,297,172,WI,2017
113,24,4,375,249,180,WI,2017
114,25,4,387,270,191,WI,2017
115,26,4,345,240,185,WI,2017
116,27,4,248,179,178,WI,2017
